title,link,genre,rating,director,top_actors
444. Marriage Story,/title/tt7653254/?ref_=sr_t_444,{Drama|Romance},R,Noah Baumbach,{Adam Driver|Scarlett Johansson|Julia Greer}
445. The Nightmare Before Christmas,/title/tt0107688/?ref_=sr_t_445,{Animation|Family|Fantasy},PG,Henry Selick,{Danny Elfman|Chris Sarandon|Catherine O'Hara}
447. Spartacus,/title/tt0054331/?ref_=sr_t_447,{Adventure|Biography|Drama},PG-13,Stanley Kubrick,{Kirk Douglas|Laurence Olivier|Jean Simmons}
"448. Crouching Tiger, Hidden Dragon",/title/tt0190332/?ref_=sr_t_448,{Action|Adventure|Drama},PG-13,Ang Lee,{Chow Yun-Fat|Michelle Yeoh|Ziyi Zhang}
449. Before Midnight,/title/tt2209418/?ref_=sr_t_449,{Drama|Romance},R,Richard Linklater,{Ethan Hawke|Julie Delpy|Seamus Davey-Fitzpatrick}
450. Being There,/title/tt0078841/?ref_=sr_t_450,{Comedy|Drama},PG,Hal Ashby,{Peter Sellers|Shirley MacLaine|Melvyn Douglas}
451. All the President's Men,/title/tt0074119/?ref_=sr_t_451,{Drama|History|Thriller},PG,Alan J. Pakula,{Dustin Hoffman|Robert Redford|Jack Warden}
452. Rope,/title/tt0040746/?ref_=sr_t_452,{Crime|Drama|Mystery},Approved,Alfred Hitchcock,{James Stewart|John Dall|Farley Granger}
453. High Noon,/title/tt0044706/?ref_=sr_t_453,{Drama|Thriller|Western},PG,Fred Zinnemann,{Gary Cooper|Grace Kelly|Thomas Mitchell}
454. The Wild Bunch,/title/tt0065214/?ref_=sr_t_454,{Action|Adventure|Drama},R,Sam Peckinpah,{William Holden|Ernest Borgnine|Robert Ryan}
455. Doctor Zhivago,/title/tt0059113/?ref_=sr_t_455,{Drama|Romance|War},Approved,David Lean,{Omar Sharif|Julie Christie|Geraldine Chaplin}
456. Wings of Desire,/title/tt0093191/?ref_=sr_t_456,{Drama|Fantasy|Romance},PG-13,Wim Wenders,{Bruno Ganz|Solveig Dommartin|Otto Sander}
457. The Wrestler,/title/tt1125849/?ref_=sr_t_457,{Drama|Sport},R,Darren Aronofsky,{Mickey Rourke|Marisa Tomei|Evan Rachel Wood}
458. Dancer in the Dark,/title/tt0168629/?ref_=sr_t_458,{Crime|Drama|Musical},R,Lars von Trier,{Björk|Catherine Deneuve|David Morse}
459. Solaris,/title/tt0069293/?ref_=sr_t_459,{Drama|Mystery|Sci-Fi},PG,Andrei Tarkovsky,{Natalya Bondarchuk|Donatas Banionis|Jüri Järvet}
460. A Streetcar Named Desire,/title/tt0044081/?ref_=sr_t_460,{Drama},Approved,Elia Kazan,{Vivien Leigh|Marlon Brando|Kim Hunter}
461. Sing Street,/title/tt3544112/?ref_=sr_t_461,{Comedy|Drama|Music},PG-13,John Carney,{Ferdia Walsh-Peelo|Aidan Gillen|Maria Doyle Kennedy}
462. In Cold Blood,/title/tt0061809/?ref_=sr_t_462,{Biography|Crime|Drama},R,Richard Brooks,{Robert Blake|Scott Wilson|John Forsythe}
463. King Kong,/title/tt0024216/?ref_=sr_t_463,{Adventure|Horror},Approved,Merian C. Cooper,{Fay Wray|Robert Armstrong|Bruce Cabot}
464. In the Heat of the Night,/title/tt0061811/?ref_=sr_t_464,{Drama|Mystery|Thriller},Approved,Norman Jewison,{Sidney Poitier|Rod Steiger|Warren Oates}
465. Patton,/title/tt0066206/?ref_=sr_t_465,{Biography|Drama|War},PG,Franklin J. Schaffner,{George C. Scott|Karl Malden|Stephen Young}
466. The Manchurian Candidate,/title/tt0056218/?ref_=sr_t_466,{Drama|Thriller},PG-13,John Frankenheimer,{Frank Sinatra|Laurence Harvey|Janet Leigh}
467. Shoplifters,/title/tt8075192/?ref_=sr_t_467,{Crime|Drama|Thriller},R,Hirokazu Koreeda,{Lily Franky|Sakura Andô|Kirin Kiki}
468. The Artist,/title/tt1655442/?ref_=sr_t_468,{Comedy|Drama|Romance},PG-13,Michel Hazanavicius,{Jean Dujardin|Bérénice Bejo|John Goodman}
469. The Raid 2,/title/tt2265171/?ref_=sr_t_469,{Action|Crime|Thriller},R,Gareth Evans,{Iko Uwais|Yayan Ruhian|Arifin Putra}
470. A Christmas Story,/title/tt0085334/?ref_=sr_t_470,{Comedy|Family},PG,Bob Clark,{Peter Billingsley|Melinda Dillon|Darren McGavin}
472. Hero,/title/tt0299977/?ref_=sr_t_472,{Action|Adventure|Drama},PG-13,Yimou Zhang,{Jet Li|Tony Leung Chiu-wai|Maggie Cheung}
473. The Maltese Falcon,/title/tt0033870/?ref_=sr_t_473,{Crime|Film-Noir|Mystery},Approved,John Huston,{Humphrey Bogart|Mary Astor|Gladys George}
474. Notorious,/title/tt0038787/?ref_=sr_t_474,{Drama|Film-Noir|Romance},Approved,Alfred Hitchcock,{Cary Grant|Ingrid Bergman|Claude Rains}
475. The Big Heat,/title/tt0045555/?ref_=sr_t_475,{Crime|Film-Noir|Thriller},Approved,Fritz Lang,{Glenn Ford|Gloria Grahame|Jocelyn Brando}
476. The Big Sleep,/title/tt0038355/?ref_=sr_t_476,{Crime|Film-Noir|Mystery},Approved,Howard Hawks,{Humphrey Bogart|Lauren Bacall|John Ridgely}
477. Harold and Maude,/title/tt0067185/?ref_=sr_t_477,{Comedy|Drama|Romance},PG,Hal Ashby,{Ruth Gordon|Bud Cort|Vivian Pickles}
478. Strangers on a Train,/title/tt0044079/?ref_=sr_t_478,{Crime|Drama|Film-Noir},PG,Alfred Hitchcock,{Farley Granger|Robert Walker|Ruth Roman}
479. Laura,/title/tt0037008/?ref_=sr_t_479,{Drama|Film-Noir|Mystery},Approved,Otto Preminger,{Gene Tierney|Dana Andrews|Clifton Webb}
480. The Killing,/title/tt0049406/?ref_=sr_t_480,{Crime|Drama|Film-Noir},Approved,Stanley Kubrick,{Sterling Hayden|Coleen Gray|Vince Edwards}
481. The Lion in Winter,/title/tt0063227/?ref_=sr_t_481,{Biography|Drama|History},PG,Anthony Harvey,{Peter O'Toole|Katharine Hepburn|Anthony Hopkins}
482. The Philadelphia Story,/title/tt0032904/?ref_=sr_t_482,{Comedy|Romance},Approved,George Cukor,{Cary Grant|Katharine Hepburn|James Stewart}
483. The Adventures of Robin Hood,/title/tt0029843/?ref_=sr_t_483,{Action|Adventure|Romance},PG,Michael Curtiz,{Errol Flynn|Olivia de Havilland|Basil Rathbone}
484. In a Lonely Place,/title/tt0042593/?ref_=sr_t_484,{Drama|Film-Noir|Mystery},Approved,Nicholas Ray,{Humphrey Bogart|Gloria Grahame|Frank Lovejoy}
485. Cat on a Hot Tin Roof,/title/tt0051459/?ref_=sr_t_485,{Drama},Approved,Richard Brooks,{Elizabeth Taylor|Paul Newman|Burl Ives}
486. Once Were Warriors,/title/tt0110729/?ref_=sr_t_486,{Crime|Drama},R,Lee Tamahori,{Rena Owen|Temuera Morrison|Mamaengaroa Kerr-Bell}
487. The Leopard,/title/tt0057091/?ref_=sr_t_487,{Drama|History},PG,Luchino Visconti,{Burt Lancaster|Alain Delon|Claudia Cardinale}
488. Mirror,/title/tt0072443/?ref_=sr_t_488,{Biography|Drama},Not Rated,Andrei Tarkovsky,{Margarita Terekhova|Filipp Yankovskiy|Ignat Daniltsev}
489. Talk to Her,/title/tt0287467/?ref_=sr_t_489,{Drama|Mystery|Romance},R,Pedro Almodóvar,{Rosario Flores|Javier Cámara|Darío Grandinetti}
490. Harvey,/title/tt0042546/?ref_=sr_t_490,{Comedy|Drama|Fantasy},Approved,Henry Koster,{James Stewart|Wallace Ford|William H. Lynn}
491. Short Term 12,/title/tt2370248/?ref_=sr_t_491,{Drama},R,Destin Daniel Cretton,{Brie Larson|Frantz Turner|John Gallagher Jr.}
492. A Taxi Driver,/title/tt6878038/?ref_=sr_t_492,{Action|Drama|History},Not Rated,Hun Jang,{Song Kang-ho|Thomas Kretschmann|Yoo Hae-jin}
494. Head-On,/title/tt0347048/?ref_=sr_t_494,{Drama|Romance},R,Fatih Akin,{Birol Ünel|Sibel Kekilli|Güven Kiraç}
495. Amour,/title/tt1602620/?ref_=sr_t_495,{Drama},PG-13,Michael Haneke,{Jean-Louis Trintignant|Emmanuelle Riva|Isabelle Huppert}
496. Arsenic and Old Lace,/title/tt0036613/?ref_=sr_t_496,{Comedy|Crime|Thriller},Approved,Frank Capra,{Cary Grant|Priscilla Lane|Raymond Massey}
498. Nostalghia,/title/tt0086022/?ref_=sr_t_498,{Drama},Not Rated,Andrei Tarkovsky,{Oleg Yankovskiy|Erland Josephson|Domiziana Giordano}
499. Mildred Pierce,/title/tt0037913/?ref_=sr_t_499,{Crime|Drama|Film-Noir},Approved,Michael Curtiz,{Joan Crawford|Jack Carson|Zachary Scott}
500. 3-Iron,/title/tt0423866/?ref_=sr_t_500,{Crime|Drama|Romance},R,Kim Ki-duk,{Lee Seung-yun|Jae Hee|Hyuk-ho Kwon}
501. The Sacrifice,/title/tt0091670/?ref_=sr_t_501,{Drama},PG,Andrei Tarkovsky,{Erland Josephson|Susan Fleetwood|Allan Edwall}
502. The Conformist,/title/tt0065571/?ref_=sr_t_502,{Drama},R,Bernardo Bertolucci,{Jean-Louis Trintignant|Stefania Sandrelli|Gastone Moschin}
503. Kagemusha: The Shadow Warrior,/title/tt0080979/?ref_=sr_t_503,{Drama|History|War},PG,Akira Kurosawa,{Tatsuya Nakadai|Tsutomu Yamazaki|Ken'ichi Hagiwara}
504. The Thin Man,/title/tt0025878/?ref_=sr_t_504,{Comedy|Crime|Mystery},TV-PG,W.S. Van Dyke,{William Powell|Myrna Loy|Maureen O'Sullivan}
505. The Red Circle,/title/tt0065531/?ref_=sr_t_505,{Crime|Drama|Thriller},Not Rated,Jean-Pierre Melville,{Alain Delon|Bourvil|Gian Maria Volontè}
506. Miracle on 34th Street,/title/tt0039628/?ref_=sr_t_506,{Comedy|Drama|Family},Approved,George Seaton,{Edmund Gwenn|Maureen O'Hara|John Payne}
507. The Way He Looks,/title/tt1702014/?ref_=sr_t_507,{Drama|Romance},Not Rated,Daniel Ribeiro,{Ghilherme Lobo|Fabio Audi|Tess Amorim}
508. The Lost Weekend,/title/tt0037884/?ref_=sr_t_508,{Drama|Film-Noir},Approved,Billy Wilder,{Ray Milland|Jane Wyman|Phillip Terry}
509. My Man Godfrey,/title/tt0028010/?ref_=sr_t_509,{Comedy|Drama|Romance},Approved,Gregory La Cava,{William Powell|Carole Lombard|Alice Brady}
511. About Elly,/title/tt1360860/?ref_=sr_t_511,{Drama|Mystery},TV-PG,Asghar Farhadi,{Taraneh Alidoosti|Golshifteh Farahani|Shahab Hosseini}
512. Elevator to the Gallows,/title/tt0051378/?ref_=sr_t_512,{Crime|Drama|Thriller},Not Rated,Louis Malle,{Jeanne Moreau|Maurice Ronet|Georges Poujouly}
513. Battleship Potemkin,/title/tt0015648/?ref_=sr_t_513,{Drama|History|Thriller},Not Rated,Sergei Eisenstein,{Aleksandr Antonov|Vladimir Barskiy|Grigoriy Aleksandrov}
514. No Man's Land,/title/tt0283509/?ref_=sr_t_514,{Comedy|Drama|War},R,Danis Tanovic,{Branko Djuric|Rene Bitorajac|Filip Sovagovic}
515. The Rules of the Game,/title/tt0031885/?ref_=sr_t_515,{Comedy|Drama},Not Rated,Jean Renoir,{Marcel Dalio|Nora Gregor|Paulette Dubost}
516. Beauty and the Beast,/title/tt0038348/?ref_=sr_t_516,{Drama|Fantasy|Romance},Not Rated,Jean Cocteau,{Jean Marais|Josette Day|Mila Parély}
517. Nine Queens,/title/tt0247586/?ref_=sr_t_517,{Crime|Drama|Thriller},R,Fabián Bielinsky,{Ricardo Darín|Gastón Pauls|Graciela Tenenbaum}
"518. 4 Months, 3 Weeks and 2 Days",/title/tt1032846/?ref_=sr_t_518,{Drama},Not Rated,Cristian Mungiu,{Anamaria Marinca|Laura Vasiliu|Vlad Ivanov}
519. Sullivan's Travels,/title/tt0034240/?ref_=sr_t_519,{Adventure|Comedy|Drama},Approved,Preston Sturges,{Joel McCrea|Veronica Lake|Robert Warwick}
520. Through a Glass Darkly,/title/tt0055499/?ref_=sr_t_520,{Drama},Not Rated,Ingmar Bergman,{Harriet Andersson|Gunnar Björnstrand|Max von Sydow}
522. The Return,/title/tt0376968/?ref_=sr_t_522,{Drama},Not Rated,Andrey Zvyagintsev,{Vladimir Garin|Ivan Dobronravov|Konstantin Lavronenko}
529. Dune: Part One,/title/tt1160419/?ref_=sr_t_529,{Action|Adventure|Drama},PG-13,Denis Villeneuve,{Timothée Chalamet|Rebecca Ferguson|Zendaya}
530. Deadpool,/title/tt1431045/?ref_=sr_t_530,{Action|Comedy},R,Tim Miller,{Ryan Reynolds|Morena Baccarin|T.J. Miller}
531. The Princess Bride,/title/tt0093779/?ref_=sr_t_531,{Adventure|Comedy|Family},PG,Rob Reiner,{Cary Elwes|Mandy Patinkin|Robin Wright}
532. Blade Runner 2049,/title/tt1856101/?ref_=sr_t_532,{Action|Drama|Mystery},R,Denis Villeneuve,{Harrison Ford|Ryan Gosling|Ana de Armas}
533. Guardians of the Galaxy,/title/tt2015381/?ref_=sr_t_533,{Action|Adventure|Comedy},PG-13,James Gunn,{Chris Pratt|Vin Diesel|Bradley Cooper}
534. La La Land,/title/tt3783958/?ref_=sr_t_534,{Comedy|Drama|Music},PG-13,Damien Chazelle,{Ryan Gosling|Emma Stone|Rosemarie DeWitt}
535. Donnie Darko,/title/tt0246578/?ref_=sr_t_535,{Drama|Mystery|Sci-Fi},R,Richard Kelly,{Jake Gyllenhaal|Jena Malone|Mary McDonnell}
536. Scent of a Woman,/title/tt0105323/?ref_=sr_t_536,{Drama},R,Martin Brest,{Al Pacino|Chris O'Donnell|James Rebhorn}
537. The Incredibles,/title/tt0317705/?ref_=sr_t_537,{Animation|Action|Adventure},PG,Brad Bird,{Craig T. Nelson|Samuel L. Jackson|Holly Hunter}
538. Her,/title/tt1798709/?ref_=sr_t_538,{Drama|Romance|Sci-Fi},R,Spike Jonze,{Joaquin Phoenix|Amy Adams|Scarlett Johansson}
539. Black Swan,/title/tt0947798/?ref_=sr_t_539,{Drama|Thriller},R,Darren Aronofsky,{Natalie Portman|Mila Kunis|Vincent Cassel}
540. The Avengers,/title/tt0848228/?ref_=sr_t_540,{Action|Sci-Fi},PG-13,Joss Whedon,{Robert Downey Jr.|Chris Evans|Scarlett Johansson}
541. Zootopia,/title/tt2948356/?ref_=sr_t_541,{Animation|Action|Adventure},PG,Byron Howard,{Ginnifer Goodwin|Jason Bateman|Idris Elba}
542. The Martian,/title/tt3659388/?ref_=sr_t_542,{Adventure|Drama|Sci-Fi},PG-13,Ridley Scott,{Matt Damon|Jessica Chastain|Kristen Wiig}
543. Planet of the Apes,/title/tt0063442/?ref_=sr_t_543,{Adventure|Sci-Fi},G,Franklin J. Schaffner,{Charlton Heston|Roddy McDowall|Kim Hunter}
544. Casino Royale,/title/tt0381061/?ref_=sr_t_544,{Action|Adventure|Thriller},PG-13,Martin Campbell,{Daniel Craig|Eva Green|Judi Dench}
545. Dances with Wolves,/title/tt0099348/?ref_=sr_t_545,{Adventure|Drama|Western},PG-13,Kevin Costner,{Kevin Costner|Mary McDonnell|Graham Greene}
546. The Revenant,/title/tt1663202/?ref_=sr_t_546,{Action|Adventure|Drama},R,Alejandro G. Iñárritu,{Leonardo DiCaprio|Tom Hardy|Will Poulter}
547. Perfect Blue,/title/tt0156887/?ref_=sr_t_547,{Animation|Crime|Drama},Not Rated,Satoshi Kon,{Junko Iwao|Rica Matsumoto|Shinpachi Tsuji}
548. Sin City,/title/tt0401792/?ref_=sr_t_548,{Crime|Thriller},R,Frank Miller,{Mickey Rourke|Clive Owen|Bruce Willis}
549. Rosemary's Baby,/title/tt0063522/?ref_=sr_t_549,{Drama|Horror},R,Roman Polanski,{Mia Farrow|John Cassavetes|Ruth Gordon}
550. CODA,/title/tt10366460/?ref_=sr_t_550,{Comedy|Drama|Music},PG-13,Sian Heder,{Emilia Jones|Marlee Matlin|Troy Kotsur}
551. Annie Hall,/title/tt0075686/?ref_=sr_t_551,{Comedy|Romance},PG,Woody Allen,{Woody Allen|Diane Keaton|Tony Roberts}
552. Soul,/title/tt2948372/?ref_=sr_t_552,{Animation|Adventure|Comedy},PG,Pete Docter,{Jamie Foxx|Tina Fey|Graham Norton}
553. What Ever Happened to Baby Jane?,/title/tt0056687/?ref_=sr_t_553,{Drama|Horror|Thriller},Approved,Robert Aldrich,{Bette Davis|Joan Crawford|Victor Buono}
554. Rain Man,/title/tt0095953/?ref_=sr_t_554,{Drama},R,Barry Levinson,{Dustin Hoffman|Tom Cruise|Valeria Golino}
555. 12 Monkeys,/title/tt0114746/?ref_=sr_t_555,{Mystery|Sci-Fi|Thriller},R,Terry Gilliam,{Bruce Willis|Madeleine Stowe|Brad Pitt}
556. The Imitation Game,/title/tt2084970/?ref_=sr_t_556,{Biography|Drama|Thriller},PG-13,Morten Tyldum,{Benedict Cumberbatch|Keira Knightley|Matthew Goode}
557. Beauty and the Beast,/title/tt0101414/?ref_=sr_t_557,{Animation|Family|Fantasy},G,Gary Trousdale,{Paige O'Hara|Robby Benson|Jesse Corti}
558. Young Frankenstein,/title/tt0072431/?ref_=sr_t_558,{Comedy},PG,Mel Brooks,{Gene Wilder|Madeline Kahn|Marty Feldman}
559. Rio Bravo,/title/tt0053221/?ref_=sr_t_559,{Western},Approved,Howard Hawks,{John Wayne|Dean Martin|Ricky Nelson}
560. The Pursuit of Happyness,/title/tt0454921/?ref_=sr_t_560,{Biography|Drama},PG-13,Gabriele Muccino,{Will Smith|Thandiwe Newton|Jaden Smith}
561. Aladdin,/title/tt0103639/?ref_=sr_t_561,{Animation|Adventure|Comedy},G,Ron Clements,{Scott Weinger|Robin Williams|Linda Larkin}
562. Kill Bill: Vol. 2,/title/tt0378194/?ref_=sr_t_562,{Action|Crime|Thriller},R,Quentin Tarantino,{Uma Thurman|David Carradine|Michael Madsen}
563. The King's Speech,/title/tt1504320/?ref_=sr_t_563,{Biography|Drama|History},R,Tom Hooper,{Colin Firth|Geoffrey Rush|Helena Bonham Carter}
564. Magnolia,/title/tt0175880/?ref_=sr_t_564,{Drama},R,Paul Thomas Anderson,{Tom Cruise|Jason Robards|Julianne Moore}
565. The Graduate,/title/tt0061722/?ref_=sr_t_565,{Comedy|Drama|Romance},PG,Mike Nichols,{Dustin Hoffman|Anne Bancroft|Katharine Ross}
566. Dog Day Afternoon,/title/tt0072890/?ref_=sr_t_566,{Biography|Crime|Drama},R,Sidney Lumet,{Al Pacino|John Cazale|Penelope Allen}
567. Groundhog Day,/title/tt0107048/?ref_=sr_t_567,{Comedy|Drama|Fantasy},PG,Harold Ramis,{Bill Murray|Andie MacDowell|Chris Elliott}
568. Do the Right Thing,/title/tt0097216/?ref_=sr_t_568,{Comedy|Drama},R,Spike Lee,{Danny Aiello|Ossie Davis|Ruby Dee}
569. Big Fish,/title/tt0319061/?ref_=sr_t_569,{Adventure|Drama|Fantasy},PG-13,Tim Burton,{Ewan McGregor|Albert Finney|Billy Crudup}
570. Blood Diamond,/title/tt0450259/?ref_=sr_t_570,{Adventure|Drama|Thriller},R,Edward Zwick,{Leonardo DiCaprio|Djimon Hounsou|Jennifer Connelly}
572. Sling Blade,/title/tt0117666/?ref_=sr_t_572,{Drama},R,Billy Bob Thornton,{Billy Bob Thornton|Dwight Yoakam|J.T. Walsh}
573. Dogville,/title/tt0276919/?ref_=sr_t_573,{Crime|Drama},R,Lars von Trier,{Nicole Kidman|Paul Bettany|Lauren Bacall}
574. The Invisible Guest,/title/tt4857264/?ref_=sr_t_574,{Crime|Drama|Mystery},TV-MA,Oriol Paulo,{Mario Casas|Ana Wagener|Jose Coronado}
575. The Bourne Ultimatum,/title/tt0440963/?ref_=sr_t_575,{Action|Mystery|Thriller},PG-13,Paul Greengrass,{Matt Damon|Edgar Ramírez|Joan Allen}
576. JFK,/title/tt0102138/?ref_=sr_t_576,{Drama|History|Thriller},R,Oliver Stone,{Kevin Costner|Gary Oldman|Jack Lemmon}
577. Anatomy of a Murder,/title/tt0052561/?ref_=sr_t_577,{Drama|Mystery},Approved,Otto Preminger,{James Stewart|Lee Remick|Ben Gazzara}
580. Papillon,/title/tt0070511/?ref_=sr_t_580,{Biography|Crime|Drama},R,Franklin J. Schaffner,{Steve McQueen|Dustin Hoffman|Victor Jory}
581. Akira,/title/tt0094625/?ref_=sr_t_581,{Animation|Action|Drama},R,Katsuhiro Ôtomo,{Mitsuo Iwata|Nozomu Sasaki|Mami Koyama}
582. Who's Afraid of Virginia Woolf?,/title/tt0061184/?ref_=sr_t_582,{Drama},Approved,Mike Nichols,{Elizabeth Taylor|Richard Burton|George Segal}
583. Chungking Express,/title/tt0109424/?ref_=sr_t_583,{Comedy|Crime|Drama},PG-13,Kar-Wai Wong,{Brigitte Lin|Takeshi Kaneshiro|Tony Leung Chiu-wai}
584. Butch Cassidy and the Sundance Kid,/title/tt0064115/?ref_=sr_t_584,{Biography|Crime|Drama},PG,George Roy Hill,{Paul Newman|Robert Redford|Katharine Ross}
585. The Night of the Hunter,/title/tt0048424/?ref_=sr_t_585,{Crime|Drama|Film-Noir},Approved,Charles Laughton,{Robert Mitchum|Shelley Winters|Lillian Gish}
586. Life of Brian,/title/tt0079470/?ref_=sr_t_586,{Comedy},R,Terry Jones,{Graham Chapman|John Cleese|Michael Palin}
587. The Last Picture Show,/title/tt0067328/?ref_=sr_t_587,{Drama|Romance},R,Peter Bogdanovich,{Timothy Bottoms|Jeff Bridges|Cybill Shepherd}
588. Nausicaä of the Valley of the Wind,/title/tt0087544/?ref_=sr_t_588,{Animation|Adventure|Sci-Fi},1984,Hayao Miyazaki,{Sumi Shimamoto|Mahito Tsujimura|Hisako Kyôda}
589. Castle in the Sky,/title/tt0092067/?ref_=sr_t_589,{Animation|Adventure|Family},PG,Hayao Miyazaki,{Mayumi Tanaka|Keiko Yokozawa|Kotoe Hatsui}
590. Cinderella Man,/title/tt0352248/?ref_=sr_t_590,{Biography|Drama|Romance},PG-13,Ron Howard,{Russell Crowe|Renée Zellweger|Craig Bierko}
591. The Straight Story,/title/tt0166896/?ref_=sr_t_591,{Biography|Drama},G,David Lynch,{Richard Farnsworth|Sissy Spacek|Jane Galloway Heitz}
592. 8½,/title/tt0056801/?ref_=sr_t_592,{Drama},Not Rated,Federico Fellini,{Marcello Mastroianni|Anouk Aimée|Claudia Cardinale}
593. Fitzcarraldo,/title/tt0083946/?ref_=sr_t_593,{Adventure|Drama},PG,Werner Herzog,{Klaus Kinski|Claudia Cardinale|José Lewgoy}
594. Le Samouraï,/title/tt0062229/?ref_=sr_t_594,{Crime|Drama|Thriller},GP,Jean-Pierre Melville,{Alain Delon|François Périer|Nathalie Delon}
595. Fiddler on the Roof,/title/tt0067093/?ref_=sr_t_595,{Drama|Family|Musical},G,Norman Jewison,{Topol|Norma Crane|Leonard Frey}
596. Ip Man,/title/tt1220719/?ref_=sr_t_596,{Action|Biography|Drama},R,Wilson Yip,{Donnie Yen|Simon Yam|Siu-Wong Fan}
597. Roman Holiday,/title/tt0046250/?ref_=sr_t_597,{Comedy|Drama|Romance},Approved,William Wyler,{Gregory Peck|Audrey Hepburn|Eddie Albert}
599. La Dolce Vita,/title/tt0053779/?ref_=sr_t_599,{Comedy|Drama},Not Rated,Federico Fellini,{Marcello Mastroianni|Anita Ekberg|Anouk Aimée}
600. Sweet Smell of Success,/title/tt0051036/?ref_=sr_t_600,{Drama|Film-Noir},Approved,Alexander Mackendrick,{Burt Lancaster|Tony Curtis|Susan Harrison}
601. Pink Floyd: The Wall,/title/tt0084503/?ref_=sr_t_601,{Drama|Fantasy|Music},R,Alan Parker,{Bob Geldof|Christine Hargreaves|James Laurenson}
602. Infernal Affairs,/title/tt0338564/?ref_=sr_t_602,{Action|Crime|Drama},R,Andrew Lau,{Andy Lau|Tony Leung Chiu-wai|Anthony Chau-Sang Wong}
603. Touch of Evil,/title/tt0052311/?ref_=sr_t_603,{Crime|Drama|Film-Noir},PG-13,Orson Welles,{Charlton Heston|Orson Welles|Janet Leigh}
604. Wolfwalkers,/title/tt5198068/?ref_=sr_t_604,{Animation|Action|Adventure},PG,Tomm Moore,{Honor Kneafsey|Eva Whittaker|Sean Bean}
605. Mommy,/title/tt3612616/?ref_=sr_t_605,{Drama},R,Xavier Dolan,{Anne Dorval|Antoine Olivier Pilon|Suzanne Clément}
"606. Quo Vadis, Aida?",/title/tt8633462/?ref_=sr_t_606,{Drama|History|War},Approved,Jasmila Zbanic,{Jasna Djuricic|Izudin Bajrovic|Boris Ler}
607. The Cabinet of Dr. Caligari,/title/tt0010323/?ref_=sr_t_607,{Horror|Mystery|Thriller},Not Rated,Robert Wiene,{Werner Krauss|Conrad Veidt|Friedrich Feher}
608. The Tale of The Princess Kaguya,/title/tt2576852/?ref_=sr_t_608,{Animation|Drama|Family},PG,Isao Takahata,{Chloë Grace Moretz|James Caan|Mary Steenburgen}
609. The Celebration,/title/tt0154420/?ref_=sr_t_609,{Drama},R,Thomas Vinterberg,{Ulrich Thomsen|Henning Moritzen|Thomas Bo Larsen}
610. Elite Squad,/title/tt0861739/?ref_=sr_t_610,{Action|Crime|Drama},R,José Padilha,{Wagner Moura|André Ramiro|Caio Junqueira}
611. A Woman Under the Influence,/title/tt0072417/?ref_=sr_t_611,{Drama|Romance},R,John Cassavetes,{Gena Rowlands|Peter Falk|Fred Draper}
612. The Hustler,/title/tt0054997/?ref_=sr_t_612,{Drama|Sport},Approved,Robert Rossen,{Paul Newman|Jackie Gleason|Piper Laurie}
613. The Legend of 1900,/title/tt0120731/?ref_=sr_t_613,{Drama|Music|Romance},R,Giuseppe Tornatore,{Tim Roth|Pruitt Taylor Vince|Mélanie Thierry}
614. Secrets & Lies,/title/tt0117589/?ref_=sr_t_614,{Comedy|Drama},R,Mike Leigh,{Timothy Spall|Brenda Blethyn|Phyllis Logan}
615. Brief Encounter,/title/tt0037558/?ref_=sr_t_615,{Drama|Romance},Approved,David Lean,{Celia Johnson|Trevor Howard|Stanley Holloway}
616. Song of the Sea,/title/tt1865505/?ref_=sr_t_616,{Animation|Adventure|Drama},PG,Tomm Moore,{David Rawle|Brendan Gleeson|Lisa Hannigan}
617. Nobody Knows,/title/tt0408664/?ref_=sr_t_617,{Drama},PG-13,Hirokazu Koreeda,{Yûya Yagira|Ayu Kitaura|Hiei Kimura}
618. Out of the Past,/title/tt0039689/?ref_=sr_t_618,{Crime|Drama|Film-Noir},Approved,Jacques Tourneur,{Robert Mitchum|Jane Greer|Kirk Douglas}
619. Stalag 17,/title/tt0046359/?ref_=sr_t_619,{Comedy|Drama|War},Approved,Billy Wilder,{William Holden|Don Taylor|Otto Preminger}
620. Underground,/title/tt0114787/?ref_=sr_t_620,{Comedy|Drama|Fantasy},Not Rated,Emir Kusturica,{Predrag 'Miki' Manojlovic|Lazar Ristovski|Mirjana Jokovic}
621. My Sassy Girl,/title/tt0293715/?ref_=sr_t_621,{Comedy|Drama|Romance},Not Rated,Jae-young Kwak,{Cha Tae-hyun|Jun Ji-hyun|In-mun Kim}
622. Andrei Rublev,/title/tt0060107/?ref_=sr_t_622,{Biography|Drama|History},R,Andrei Tarkovsky,{Anatoliy Solonitsyn|Ivan Lapikov|Nikolay Grinko}
623. Cries & Whispers,/title/tt0069467/?ref_=sr_t_623,{Drama},R,Ingmar Bergman,{Harriet Andersson|Liv Ullmann|Kari Sylwan}
624. Throne of Blood,/title/tt0050613/?ref_=sr_t_624,{Drama},Not Rated,Akira Kurosawa,{Toshirô Mifune|Minoru Chiaki|Isuzu Yamada}
625. The Diving Bell and the Butterfly,/title/tt0401383/?ref_=sr_t_625,{Biography|Drama},PG-13,Julian Schnabel,{Mathieu Amalric|Emmanuelle Seigner|Marie-Josée Croze}
