title,link,genre,rating,director,top_actors
270. Society of the Snow,/title/tt16277242/?ref_=sr_t_270,{Adventure|Biography|Drama},R,J.A. Bayona,{Enzo Vogrincic|Agustín Pardella|Matías Recalt}
271. The Hateful Eight,/title/tt3460252/?ref_=sr_t_271,{Crime|Drama|Mystery},R,Quentin Tarantino,{Samuel L. Jackson|Kurt Russell|Jennifer Jason Leigh}
272. The Big Short,/title/tt1596363/?ref_=sr_t_272,{Biography|Comedy|Drama},R,Adam McKay,{Christian Bale|Steve Carell|Ryan Gosling}
273. The Irishman,/title/tt1302006/?ref_=sr_t_273,{Biography|Crime|Drama},R,Martin Scorsese,{Robert De Niro|Al Pacino|Joe Pesci}
274. Atonement,/title/tt0783233/?ref_=sr_t_274,{Drama|Mystery|Romance},R,Joe Wright,{Keira Knightley|James McAvoy|Brenda Blethyn}
275. Rogue One: A Star Wars Story,/title/tt3748528/?ref_=sr_t_275,{Action|Adventure|Sci-Fi},PG-13,Gareth Edwards,{Felicity Jones|Diego Luna|Alan Tudyk}
276. Cast Away,/title/tt0162222/?ref_=sr_t_276,{Adventure|Drama|Romance},PG-13,Robert Zemeckis,{Tom Hanks|Helen Hunt|Paul Sanchez}
277. The Social Network,/title/tt1285016/?ref_=sr_t_277,{Biography|Drama},PG-13,David Fincher,{Jesse Eisenberg|Andrew Garfield|Justin Timberlake}
278. Nightcrawler,/title/tt2872718/?ref_=sr_t_278,{Crime|Drama|Thriller},R,Dan Gilroy,{Jake Gyllenhaal|Rene Russo|Bill Paxton}
279. Remember the Titans,/title/tt0210945/?ref_=sr_t_279,{Biography|Comedy|Drama},PG,Boaz Yakin,{Denzel Washington|Will Patton|Wood Harris}
280. Captain Fantastic,/title/tt3553976/?ref_=sr_t_280,{Comedy|Drama},R,Matt Ross,{Viggo Mortensen|George MacKay|Samantha Isler}
282. The Fugitive,/title/tt0106977/?ref_=sr_t_282,{Action|Crime|Drama},PG-13,Andrew Davis,{Harrison Ford|Tommy Lee Jones|Sela Ward}
283. Midnight Cowboy,/title/tt0064665/?ref_=sr_t_283,{Drama},R,John Schlesinger,{Dustin Hoffman|Jon Voight|Sylvia Miles}
284. Hot Fuzz,/title/tt0425112/?ref_=sr_t_284,{Action|Comedy|Mystery},R,Edgar Wright,{Simon Pegg|Nick Frost|Martin Freeman}
285. The Hobbit: The Desolation of Smaug,/title/tt1170358/?ref_=sr_t_285,{Adventure|Drama|Fantasy},PG-13,Peter Jackson,{Ian McKellen|Martin Freeman|Richard Armitage}
286. All Quiet on the Western Front,/title/tt1016150/?ref_=sr_t_286,{Action|Drama|War},R,Edward Berger,{Felix Kammerer|Albrecht Schuch|Aaron Hilmer}
287. Manchester by the Sea,/title/tt4034228/?ref_=sr_t_287,{Drama},R,Kenneth Lonergan,{Casey Affleck|Michelle Williams|Kyle Chandler}
288. The Last Samurai,/title/tt0325710/?ref_=sr_t_288,{Action|Drama},R,Edward Zwick,{Tom Cruise|Ken Watanabe|Billy Connolly}
289. Misery,/title/tt0100157/?ref_=sr_t_289,{Drama|Thriller},R,Rob Reiner,{James Caan|Kathy Bates|Richard Farnsworth}
290. Boyz n the Hood,/title/tt0101507/?ref_=sr_t_290,{Crime|Drama},R,John Singleton,{Cuba Gooding Jr.|Laurence Fishburne|Hudhail Al-Amir}
291. I Saw the Devil,/title/tt1588170/?ref_=sr_t_291,{Action|Crime|Thriller},Not Rated,Kim Jee-woon,{Lee Byung-hun|Choi Min-sik|Jeon Gook-hwan}
292. Little Miss Sunshine,/title/tt0449059/?ref_=sr_t_292,{Comedy|Drama},R,Jonathan Dayton,{Steve Carell|Toni Collette|Greg Kinnear}
293. Skyfall,/title/tt1074638/?ref_=sr_t_293,{Action|Adventure|Thriller},PG-13,Sam Mendes,{Daniel Craig|Javier Bardem|Naomie Harris}
294. Big Hero 6,/title/tt2245084/?ref_=sr_t_294,{Animation|Action|Adventure},PG,Don Hall,{Ryan Potter|Scott Adsit|Jamie Chung}
295. The Curious Case of Benjamin Button,/title/tt0421715/?ref_=sr_t_295,{Drama|Fantasy|Romance},PG-13,David Fincher,{Brad Pitt|Cate Blanchett|Tilda Swinton}
296. Captain Phillips,/title/tt1535109/?ref_=sr_t_296,{Action|Biography|Crime},PG-13,Paul Greengrass,{Tom Hanks|Barkhad Abdi|Barkhad Abdirahman}
297. The Untouchables,/title/tt0094226/?ref_=sr_t_297,{Crime|Drama|Thriller},R,Brian De Palma,{Kevin Costner|Sean Connery|Robert De Niro}
298. The Girl with the Dragon Tattoo,/title/tt1132620/?ref_=sr_t_298,{Crime|Drama|Mystery},R,Niels Arden Oplev,{Michael Nyqvist|Noomi Rapace|Ewa Fröling}
299. Serenity,/title/tt0379786/?ref_=sr_t_299,{Action|Adventure|Sci-Fi},PG-13,Joss Whedon,{Nathan Fillion|Gina Torres|Chiwetel Ejiofor}
300. Close,/title/tt9660502/?ref_=sr_t_300,{Drama},PG-13,Lukas Dhont,{Eden Dambrine|Gustav De Waele|Émilie Dequenne}
301. Moon,/title/tt1182345/?ref_=sr_t_301,{Drama|Mystery|Sci-Fi},R,Duncan Jones,{Sam Rockwell|Kevin Spacey|Dominique McElligott}
303. Moonrise Kingdom,/title/tt1748122/?ref_=sr_t_303,{Adventure|Comedy|Drama},PG-13,Wes Anderson,{Jared Gilman|Kara Hayward|Bruce Willis}
304. The Man from Earth,/title/tt0756683/?ref_=sr_t_304,{Drama|Fantasy|Mystery},Not Rated,Richard Schenkman,{David Lee Smith|Tony Todd|John Billingsley}
305. Thirteen Lives,/title/tt12262116/?ref_=sr_t_305,{Biography|Drama|Thriller},PG-13,Ron Howard,{Viggo Mortensen|Colin Farrell|Joel Edgerton}
306. Walk the Line,/title/tt0358273/?ref_=sr_t_306,{Biography|Drama|Music},PG-13,James Mangold,{Joaquin Phoenix|Reese Witherspoon|Ginnifer Goodwin}
307. The Searchers,/title/tt0049730/?ref_=sr_t_307,{Adventure|Drama|Western},Approved,John Ford,{John Wayne|Jeffrey Hunter|Vera Miles}
308. Paddington 2,/title/tt4468740/?ref_=sr_t_308,{Adventure|Comedy|Family},PG,Paul King,{Ben Whishaw|Hugh Grant|Hugh Bonneville}
309. Cabaret,/title/tt0068327/?ref_=sr_t_309,{Drama|Music|Musical},PG,Bob Fosse,{Liza Minnelli|Michael York|Helmut Griem}
310. Kramer vs. Kramer,/title/tt0079417/?ref_=sr_t_310,{Drama},PG,Robert Benton,{Dustin Hoffman|Meryl Streep|Jane Alexander}
311. Mississippi Burning,/title/tt0095647/?ref_=sr_t_311,{Crime|Drama|Mystery},R,Alan Parker,{Gene Hackman|Willem Dafoe|Frances McDormand}
312. Brazil,/title/tt0088846/?ref_=sr_t_312,{Drama|Sci-Fi|Thriller},R,Terry Gilliam,{Jonathan Pryce|Kim Greist|Robert De Niro}
313. Hunt for the Wilderpeople,/title/tt4698684/?ref_=sr_t_313,{Adventure|Comedy|Drama},PG-13,Taika Waititi,{Sam Neill|Julian Dennison|Rima Te Wiata}
314. Charade,/title/tt0056923/?ref_=sr_t_314,{Comedy|Mystery|Romance},Approved,Stanley Donen,{Cary Grant|Audrey Hepburn|Walter Matthau}
315. The Remains of the Day,/title/tt0107943/?ref_=sr_t_315,{Drama|Romance},PG,James Ivory,{Anthony Hopkins|Emma Thompson|John Haycraft}
317. Let the Right One In,/title/tt1139797/?ref_=sr_t_317,{Drama|Fantasy|Horror},R,Tomas Alfredson,{Kåre Hedebrant|Lina Leandersson|Per Ragnar}
318. Straight Outta Compton,/title/tt1398426/?ref_=sr_t_318,{Biography|Drama|History},R,F. Gary Gray,{O'Shea Jackson Jr.|Corey Hawkins|Jason Mitchell}
319. Kiki's Delivery Service,/title/tt0097814/?ref_=sr_t_319,{Animation|Family|Fantasy},G,Hayao Miyazaki,{Kirsten Dunst|Minami Takayama|Rei Sakuma}
320. Pride,/title/tt3169706/?ref_=sr_t_320,{Biography|Comedy|Drama},R,Matthew Warchus,{Bill Nighy|Imelda Staunton|Dominic West}
321. Dawn of the Dead,/title/tt0077402/?ref_=sr_t_321,{Horror|Thriller},Unrated,George A. Romero,{David Emge|Ken Foree|Scott H. Reiniger}
322. The World's Fastest Indian,/title/tt0412080/?ref_=sr_t_322,{Biography|Drama|Sport},PG-13,Roger Donaldson,{Anthony Hopkins|Diane Ladd|Iain Rea}
323. The Insider,/title/tt0140352/?ref_=sr_t_323,{Biography|Drama|History},R,Michael Mann,{Russell Crowe|Al Pacino|Christopher Plummer}
324. Awakenings,/title/tt0099077/?ref_=sr_t_324,{Biography|Drama},PG-13,Penny Marshall,{Robert De Niro|Robin Williams|Julie Kavner}
325. Jujutsu Kaisen 0,/title/tt14331144/?ref_=sr_t_325,{Animation|Action|Fantasy},PG-13,Sunghoo Park,{Chinatsu Akasaki|Aya Endô|Kana Hanazawa}
326. The Day of the Jackal,/title/tt0069947/?ref_=sr_t_326,{Crime|Drama|Thriller},PG,Fred Zinnemann,{Edward Fox|Terence Alexander|Michel Auclair}
327. Isle of Dogs,/title/tt5104604/?ref_=sr_t_327,{Animation|Adventure|Comedy},PG-13,Wes Anderson,{Bryan Cranston|Koyu Rankin|Edward Norton}
328. The Fighter,/title/tt0964517/?ref_=sr_t_328,{Action|Biography|Drama},R,David O. Russell,{Mark Wahlberg|Christian Bale|Amy Adams}
329. Glory,/title/tt0097441/?ref_=sr_t_329,{Biography|Drama|History},R,Edward Zwick,{Matthew Broderick|Denzel Washington|Cary Elwes}
330. The Right Stuff,/title/tt0086197/?ref_=sr_t_330,{Adventure|Biography|Drama},PG,Philip Kaufman,{Sam Shepard|Scott Glenn|Ed Harris}
331. Gaslight,/title/tt0036855/?ref_=sr_t_331,{Crime|Drama|Mystery},Approved,George Cukor,{Charles Boyer|Ingrid Bergman|Joseph Cotten}
332. All That Jazz,/title/tt0078754/?ref_=sr_t_332,{Drama|Music|Musical},R,Bob Fosse,{Roy Scheider|Jessica Lange|Ann Reinking}
333. Night of the Living Dead,/title/tt0063350/?ref_=sr_t_333,{Horror|Thriller},R,George A. Romero,{Duane Jones|Judith O'Dea|Karl Hardman}
334. The Best Offer,/title/tt1924396/?ref_=sr_t_334,{Crime|Drama|Mystery},R,Giuseppe Tornatore,{Geoffrey Rush|Jim Sturgess|Sylvia Hoeks}
335. Ed Wood,/title/tt0109707/?ref_=sr_t_335,{Biography|Comedy|Drama},R,Tim Burton,{Johnny Depp|Martin Landau|Sarah Jessica Parker}
336. The Outlaw Josey Wales,/title/tt0075029/?ref_=sr_t_336,{Drama|Western},PG,Clint Eastwood,{Clint Eastwood|Sondra Locke|Chief Dan George}
337. The Wind Rises,/title/tt2013293/?ref_=sr_t_337,{Animation|Biography|Drama},PG-13,Hayao Miyazaki,{Hideaki Anno|Hidetoshi Nishijima|Miori Takimoto}
338. The King of Comedy,/title/tt0085794/?ref_=sr_t_338,{Comedy|Crime|Drama},PG,Martin Scorsese,{Robert De Niro|Jerry Lewis|Diahnne Abbott}
339. October Sky,/title/tt0132477/?ref_=sr_t_339,{Biography|Drama|Family},PG,Joe Johnston,{Jake Gyllenhaal|Chris Cooper|Laura Dern}
340. Ninja Scroll,/title/tt0107692/?ref_=sr_t_340,{Animation|Action|Adventure},Not Rated,Yoshiaki Kawajiri,{Kôichi Yamadera|Emi Shinohara|Takeshi Aono}
341. Breaking the Waves,/title/tt0115751/?ref_=sr_t_341,{Drama},R,Lars von Trier,{Emily Watson|Stellan Skarsgård|Katrin Cartlidge}
342. Three Colors: Blue,/title/tt0108394/?ref_=sr_t_342,{Drama|Music|Mystery},R,Krzysztof Kieslowski,{Juliette Binoche|Zbigniew Zamachowski|Julie Delpy}
343. Freaks,/title/tt0022913/?ref_=sr_t_343,{Drama|Horror},Not Rated,Tod Browning,{Wallace Ford|Leila Hyams|Olga Baclanova}
344. Guess Who's Coming to Dinner,/title/tt0061735/?ref_=sr_t_344,{Comedy|Drama},Approved,Stanley Kramer,{Spencer Tracy|Sidney Poitier|Katharine Hepburn}
345. Lilya 4-Ever,/title/tt0300140/?ref_=sr_t_345,{Crime|Drama},R,Lukas Moodysson,{Oksana Akinshina|Artyom Bogucharskiy|Pavel Ponomaryov}
346. Stagecoach,/title/tt0031971/?ref_=sr_t_346,{Adventure|Drama|Western},Approved,John Ford,{John Wayne|Claire Trevor|Andy Devine}
347. Whisper of the Heart,/title/tt0113824/?ref_=sr_t_347,{Animation|Drama|Family},G,Yoshifumi Kondô,{Yoko Honna|Issei Takahashi|Takashi Tachibana}
348. Manhattan,/title/tt0079522/?ref_=sr_t_348,{Comedy|Drama|Romance},R,Woody Allen,{Woody Allen|Diane Keaton|Mariel Hemingway}
"349. Aguirre, the Wrath of God",/title/tt0068182/?ref_=sr_t_349,{Action|Adventure|Biography},Not Rated,Werner Herzog,{Klaus Kinski|Ruy Guerra|Helena Rojo}
350. The Chaser,/title/tt1190539/?ref_=sr_t_350,{Action|Crime|Drama},Not Rated,Na Hong-jin,{Kim Yoon-seok|Ha Jung-woo|Seo Yeong-hie}
351. My Left Foot,/title/tt0097937/?ref_=sr_t_351,{Biography|Drama},R,Jim Sheridan,{Daniel Day-Lewis|Brenda Fricker|Alison Whelan}
352. Once,/title/tt0907657/?ref_=sr_t_352,{Drama|Music|Romance},R,John Carney,{Glen Hansard|Markéta Irglová|Hugh Walsh}
353. The Killing Fields,/title/tt0087553/?ref_=sr_t_353,{Biography|Drama|History},R,Roland Joffé,{Sam Waterston|Haing S. Ngor|John Malkovich}
354. Letters from Iwo Jima,/title/tt0498380/?ref_=sr_t_354,{Action|Adventure|Drama},R,Clint Eastwood,{Ken Watanabe|Kazunari Ninomiya|Tsuyoshi Ihara}
355. Hannah and Her Sisters,/title/tt0091167/?ref_=sr_t_355,{Comedy|Drama},PG-13,Woody Allen,{Mia Farrow|Dianne Wiest|Michael Caine}
356. All About My Mother,/title/tt0185125/?ref_=sr_t_356,{Comedy|Drama|Romance},R,Pedro Almodóvar,{Cecilia Roth|Marisa Paredes|Candela Peña}
357. East of Eden,/title/tt0048028/?ref_=sr_t_357,{Drama},PG,Elia Kazan,{James Dean|Raymond Massey|Julie Harris}
358. Frankenstein,/title/tt0021884/?ref_=sr_t_358,{Drama|Horror|Sci-Fi},Approved,James Whale,{Colin Clive|Mae Clarke|Boris Karloff}
359. Loving Vincent,/title/tt3262342/?ref_=sr_t_359,{Animation|Drama|Mystery},PG-13,DK Welchman,{Douglas Booth|Jerome Flynn|Robert Gulaczyk}
360. Amarcord,/title/tt0071129/?ref_=sr_t_360,{Comedy|Drama},R,Federico Fellini,{Magali Noël|Bruno Zanin|Pupella Maggio}
361. To Have and Have Not,/title/tt0037382/?ref_=sr_t_361,{Adventure|Comedy|Film-Noir},Approved,Howard Hawks,{Humphrey Bogart|Lauren Bacall|Walter Brennan}
362. The Man Who Would Be King,/title/tt0073341/?ref_=sr_t_362,{Adventure|Drama|War},PG,John Huston,{Sean Connery|Michael Caine|Christopher Plummer}
363. The White Ribbon,/title/tt1149362/?ref_=sr_t_363,{Drama|Mystery|Thriller},R,Michael Haneke,{Christian Friedel|Ernst Jacobi|Leonie Benesch}
364. Red River,/title/tt0040724/?ref_=sr_t_364,{Drama|Western},Approved,Howard Hawks,{John Wayne|Montgomery Clift|Joanne Dru}
365. Batman: Mask of the Phantasm,/title/tt0106364/?ref_=sr_t_365,{Animation|Action|Adventure},PG,Kevin Altieri,{Kevin Conroy|Dana Delany|Hart Bochner}
366. Bride of Frankenstein,/title/tt0026138/?ref_=sr_t_366,{Drama|Horror|Sci-Fi},Approved,James Whale,{Boris Karloff|Elsa Lanchester|Colin Clive}
367. Shadow of a Doubt,/title/tt0036342/?ref_=sr_t_367,{Film-Noir|Thriller},PG,Alfred Hitchcock,{Teresa Wright|Joseph Cotten|Macdonald Carey}
368. You Can't Take It with You,/title/tt0030993/?ref_=sr_t_368,{Comedy|Drama|Romance},Approved,Frank Capra,{Jean Arthur|James Stewart|Lionel Barrymore}
369. Vivre sa vie,/title/tt0056663/?ref_=sr_t_369,{Drama},Not Rated,Jean-Luc Godard,{Anna Karina|Sady Rebbot|André S. Labarthe}
370. A Prophet,/title/tt1235166/?ref_=sr_t_370,{Crime|Drama},R,Jacques Audiard,{Tahar Rahim|Niels Arestrup|Adel Bencherif}
371. His Girl Friday,/title/tt0032599/?ref_=sr_t_371,{Comedy|Drama|Romance},Approved,Howard Hawks,{Cary Grant|Rosalind Russell|Ralph Bellamy}
372. Great Expectations,/title/tt0038574/?ref_=sr_t_372,{Adventure|Drama|Mystery},Approved,David Lean,{John Mills|Valerie Hobson|Tony Wager}
373. The Asphalt Jungle,/title/tt0042208/?ref_=sr_t_373,{Crime|Drama|Film-Noir},Approved,John Huston,{Sterling Hayden|Louis Calhern|Jean Hagen}
375. The Discreet Charm of the Bourgeoisie,/title/tt0068361/?ref_=sr_t_375,{Comedy|Drama|Fantasy},PG,Luis Buñuel,{Fernando Rey|Delphine Seyrig|Paul Frankeur}
376. Cowboy Bebop: The Movie,/title/tt0275277/?ref_=sr_t_376,{Animation|Action|Crime},TV-14,Shin'ichirô Watanabe,{Beau Billingslea|Melissa Fahn|Nicholas Guest}
377. The Umbrellas of Cherbourg,/title/tt0058450/?ref_=sr_t_377,{Drama|Musical|Romance},Not Rated,Jacques Demy,{Catherine Deneuve|Nino Castelnuovo|Anne Vernon}
378. Playtime,/title/tt0062136/?ref_=sr_t_378,{Comedy},Not Rated,Jacques Tati,{Jacques Tati|Barbara Dennek|Rita Maiden}
379. Bringing Up Baby,/title/tt0029947/?ref_=sr_t_379,{Comedy},Approved,Howard Hawks,{Katharine Hepburn|Cary Grant|Charles Ruggles}
380. Millennium Actress,/title/tt0291350/?ref_=sr_t_380,{Animation|Drama|Fantasy},PG,Satoshi Kon,{Miyoko Shôji|Shôzô Îzuka|Mami Koyama}
381. Tokyo Godfathers,/title/tt0388473/?ref_=sr_t_381,{Animation|Adventure|Comedy},PG-13,Shôgo Furuya,{Tôru Emori|Yoshiaki Umegaki|Aya Okamoto}
382. Land of Mine,/title/tt3841424/?ref_=sr_t_382,{Drama|History|War},R,Martin Zandvliet,{Roland Møller|Louis Hofmann|Joel Basman}
383. Hiroshima Mon Amour,/title/tt0052893/?ref_=sr_t_383,{Drama|Romance},Not Rated,Alain Resnais,{Emmanuelle Riva|Eiji Okada|Stella Dassas}
385. Cléo from 5 to 7,/title/tt0055852/?ref_=sr_t_385,{Comedy|Drama|Music},Not Rated,Agnès Varda,{Corinne Marchand|Antoine Bourseiller|Dominique Davray}
386. The Chorus,/title/tt0372824/?ref_=sr_t_386,{Drama|Music},PG-13,Christophe Barratier,{Gérard Jugnot|François Berléand|Jean-Baptiste Maunier}
"387. I, Daniel Blake",/title/tt5168192/?ref_=sr_t_387,{Drama},R,Ken Loach,{Dave Johns|Hayley Squires|Sharon Percy}
388. Once Upon a Time in Anatolia,/title/tt1827487/?ref_=sr_t_388,{Crime|Drama|Thriller},Not Rated,Nuri Bilge Ceylan,{Muhammet Uzuner|Yilmaz Erdogan|Taner Birsel}
389. The Postman,/title/tt0110877/?ref_=sr_t_389,{Biography|Comedy|Drama},PG,Michael Radford,{Massimo Troisi|Philippe Noiret|Maria Grazia Cucinotta}
"390. Like Father, Like Son",/title/tt2331143/?ref_=sr_t_390,{Drama},Not Rated,Hirokazu Koreeda,{Masaharu Fukuyama|Machiko Ono|Yôko Maki}
391. Knockin' on Heaven's Door,/title/tt0119472/?ref_=sr_t_391,{Action|Crime|Comedy},Not Rated,Thomas Jahn,{Til Schweiger|Jan Josef Liefers|Thierry van Werveke}
392. The Muppet Christmas Carol,/title/tt0104940/?ref_=sr_t_392,{Comedy|Drama|Family},G,Brian Henson,{Michael Caine|Dave Goelz|Steve Whitmire}
393. Crimes and Misdemeanors,/title/tt0097123/?ref_=sr_t_393,{Comedy|Drama},PG-13,Woody Allen,{Martin Landau|Woody Allen|Bill Bernstein}
394. My Life as a Zucchini,/title/tt2321405/?ref_=sr_t_394,{Animation|Comedy|Drama},PG-13,Claude Barras,{Gaspard Schlatter|Sixtine Murat|Paulin Jaccoud}
395. C.R.A.Z.Y.,/title/tt0401085/?ref_=sr_t_395,{Comedy|Drama},Not Rated,Jean-Marc Vallée,{Michel Côté|Marc-André Grondin|Danielle Proulx}
396. A Night at the Opera,/title/tt0026778/?ref_=sr_t_396,{Comedy|Music|Musical},Approved,Sam Wood,{Groucho Marx|Chico Marx|Harpo Marx}
400. Inside Out 2,/title/tt22022452/?ref_=sr_t_400,{Animation|Adventure|Comedy},PG,Kelsey Mann,{Amy Poehler|Maya Hawke|Kensington Tallman}
401. Poor Things,/title/tt14230458/?ref_=sr_t_401,{Comedy|Drama|Romance},R,Yorgos Lanthimos,{Emma Stone|Mark Ruffalo|Willem Dafoe}
402. Titanic,/title/tt0120338/?ref_=sr_t_402,{Drama|Romance},PG-13,James Cameron,{Leonardo DiCaprio|Kate Winslet|Billy Zane}
403. Perfect Days,/title/tt27503384/?ref_=sr_t_403,{Drama},PG,Wim Wenders,{Koji Yakusho|Tokio Emoto|Arisa Nakano}
404. The Holdovers,/title/tt14849194/?ref_=sr_t_404,{Comedy|Drama},R,Alexander Payne,{Paul Giamatti|Da'Vine Joy Randolph|Dominic Sessa}
405. Guardians of the Galaxy Vol. 3,/title/tt6791350/?ref_=sr_t_405,{Action|Adventure|Comedy},PG-13,James Gunn,{Chris Pratt|Chukwudi Iwuji|Bradley Cooper}
406. Shrek,/title/tt0126029/?ref_=sr_t_406,{Animation|Adventure|Comedy},PG,Andrew Adamson,{Mike Myers|Eddie Murphy|Cameron Diaz}
407. Knives Out,/title/tt8946378/?ref_=sr_t_407,{Comedy|Crime|Drama},PG-13,Rian Johnson,{Daniel Craig|Chris Evans|Ana de Armas}
408. Avatar,/title/tt0499549/?ref_=sr_t_408,{Action|Adventure|Fantasy},PG-13,James Cameron,{Sam Worthington|Zoe Saldana|Sigourney Weaver}
409. Iron Man,/title/tt0371746/?ref_=sr_t_409,{Action|Adventure|Sci-Fi},PG-13,Jon Favreau,{Robert Downey Jr.|Gwyneth Paltrow|Terrence Howard}
410. Arrival,/title/tt2543164/?ref_=sr_t_410,{Drama|Mystery|Sci-Fi},PG-13,Denis Villeneuve,{Amy Adams|Jeremy Renner|Forest Whitaker}
411. Mulholland Drive,/title/tt0166924/?ref_=sr_t_411,{Drama|Mystery|Thriller},R,David Lynch,{Naomi Watts|Laura Harring|Justin Theroux}
412. Boogie Nights,/title/tt0118749/?ref_=sr_t_412,{Drama},R,Paul Thomas Anderson,{Mark Wahlberg|Julianne Moore|Burt Reynolds}
413. A Fistful of Dollars,/title/tt0058461/?ref_=sr_t_413,{Action|Drama|Western},R,Sergio Leone,{Clint Eastwood|Gian Maria Volontè|Marianne Koch}
414. Bohemian Rhapsody,/title/tt1727824/?ref_=sr_t_414,{Biography|Drama|Music},PG-13,Bryan Singer,{Rami Malek|Lucy Boynton|Gwilym Lee}
415. Star Trek,/title/tt0796366/?ref_=sr_t_415,{Action|Adventure|Sci-Fi},PG-13,J.J. Abrams,{Chris Pine|Zachary Quinto|Simon Pegg}
416. Harry Potter and the Prisoner of Azkaban,/title/tt0304141/?ref_=sr_t_416,{Adventure|Family|Fantasy},PG,Alfonso Cuarón,{Daniel Radcliffe|Emma Watson|Rupert Grint}
417. X-Men: Days of Future Past,/title/tt1877832/?ref_=sr_t_417,{Action|Adventure|Sci-Fi},PG-13,Bryan Singer,{Patrick Stewart|Ian McKellen|Hugh Jackman}
418. Thor: Ragnarok,/title/tt3501632/?ref_=sr_t_418,{Action|Adventure|Comedy},PG-13,Taika Waititi,{Chris Hemsworth|Tom Hiddleston|Cate Blanchett}
419. Children of Men,/title/tt0206634/?ref_=sr_t_419,{Action|Drama|Sci-Fi},R,Alfonso Cuarón,{Julianne Moore|Clive Owen|Chiwetel Ejiofor}
420. True Romance,/title/tt0108399/?ref_=sr_t_420,{Crime|Drama|Romance},R,Tony Scott,{Christian Slater|Patricia Arquette|Dennis Hopper}
422. Wonder,/title/tt2543472/?ref_=sr_t_422,{Drama|Family},PG,Stephen Chbosky,{Jacob Tremblay|Owen Wilson|Izabela Vidovic}
423. E.T. the Extra-Terrestrial,/title/tt0083866/?ref_=sr_t_423,{Adventure|Family|Sci-Fi},PG,Steven Spielberg,{Henry Thomas|Drew Barrymore|Peter Coyote}
424. Zack Snyder's Justice League,/title/tt12361974/?ref_=sr_t_424,{Action|Adventure|Fantasy},R,Zack Snyder,{Henry Cavill|Ben Affleck|Gal Gadot}
425. Shaun of the Dead,/title/tt0365748/?ref_=sr_t_425,{Comedy|Horror},R,Edgar Wright,{Simon Pegg|Nick Frost|Kate Ashfield}
426. Jojo Rabbit,/title/tt2584384/?ref_=sr_t_426,{Comedy|Drama|War},PG-13,Taika Waititi,{Roman Griffin Davis|Thomasin McKenzie|Scarlett Johansson}
427. Nosferatu,/title/tt0013442/?ref_=sr_t_427,{Fantasy|Horror},Not Rated,F.W. Murnau,{Max Schreck|Alexander Granach|Gustav von Wangenheim}
428. Mystic River,/title/tt0327056/?ref_=sr_t_428,{Crime|Drama|Mystery},R,Clint Eastwood,{Sean Penn|Tim Robbins|Kevin Bacon}
429. The Perks of Being a Wallflower,/title/tt1659337/?ref_=sr_t_429,{Drama},PG-13,Stephen Chbosky,{Logan Lerman|Emma Watson|Ezra Miller}
430. Almost Famous,/title/tt0181875/?ref_=sr_t_430,{Adventure|Comedy|Drama},R,Cameron Crowe,{Billy Crudup|Patrick Fugit|Kate Hudson}
431. The Ten Commandments,/title/tt0049833/?ref_=sr_t_431,{Adventure|Drama|Family},G,Cecil B. DeMille,{Charlton Heston|Yul Brynner|Anne Baxter}
432. Edward Scissorhands,/title/tt0099487/?ref_=sr_t_432,{Drama|Fantasy|Romance},PG-13,Tim Burton,{Johnny Depp|Winona Ryder|Dianne Wiest}
433. This Is Spinal Tap,/title/tt0088258/?ref_=sr_t_433,{Comedy|Music},R,Rob Reiner,{Rob Reiner|Michael McKean|Christopher Guest}
434. In Bruges,/title/tt0780536/?ref_=sr_t_434,{Comedy|Crime|Drama},R,Martin McDonagh,{Colin Farrell|Brendan Gleeson|Ciarán Hinds}
435. The Blues Brothers,/title/tt0080455/?ref_=sr_t_435,{Action|Adventure|Comedy},R,John Landis,{John Belushi|Dan Aykroyd|Cab Calloway}
436. Fantastic Mr. Fox,/title/tt0432283/?ref_=sr_t_436,{Animation|Adventure|Comedy},PG,Wes Anderson,{George Clooney|Meryl Streep|Bill Murray}
437. District 9,/title/tt1136608/?ref_=sr_t_437,{Action|Sci-Fi|Thriller},R,Neill Blomkamp,{Sharlto Copley|David James|Jason Cope}
438. Toy Story 2,/title/tt0120363/?ref_=sr_t_438,{Animation|Adventure|Comedy},G,John Lasseter,{Tom Hanks|Tim Allen|Joan Cusack}
"439. Blood In, Blood Out",/title/tt0106469/?ref_=sr_t_439,{Crime|Drama},R,Taylor Hackford,{Damian Chapa|Jesse Borrego|Benjamin Bratt}
440. Ghost in the Shell,/title/tt0113568/?ref_=sr_t_440,{Animation|Action|Crime},TV-MA,Mizuho Nishikubo,{Atsuko Tanaka|Iemasa Kayumi|Akio Ôtsuka}
441. Boyhood,/title/tt1065073/?ref_=sr_t_441,{Drama},R,Richard Linklater,{Ellar Coltrane|Patricia Arquette|Ethan Hawke}
442. Dallas Buyers Club,/title/tt0790636/?ref_=sr_t_442,{Biography|Drama},R,Jean-Marc Vallée,{Matthew McConaughey|Jennifer Garner|Jared Leto}
443. Carlito's Way,/title/tt0106519/?ref_=sr_t_443,{Crime|Drama|Thriller},R,Brian De Palma,{Al Pacino|Sean Penn|Penelope Ann Miller}
